title,url,HITId,whole,part,jj,result1,worker1,result2,worker2,result3,worker3
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3OCZWXS7ZN6Z99LL0W20W7XM23H5L6,urinal,handle,plastic,probably,A30NX5HEQGGFPP,unrelated,ABI1EI8UQK6LK,unlikely,A1A3CN8H5HXTSN
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3VDI8GSXAES2AZQMN3CNVZ258CW8G5,sailboat,reflection,white,probably,A30NX5HEQGGFPP,probably,A25UZQENK9A4PL,guaranteed,A2VFH95BVFIU5K
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3VDI8GSXAES2AZQMN3CNVZ258CW8G5,sailboat,reflection,beautiful,probably,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,probably,A2VFH95BVFIU5K
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3VDI8GSXAES2AZQMN3CNVZ258CW8G5,sailboat,reflection,old,impossible,A30NX5HEQGGFPP,unlikely,A25UZQENK9A4PL,impossible,A2VFH95BVFIU5K
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3VDI8GSXAES2AZQMN3CNVZ258CW8G5,sailboat,reflection,solitary,guaranteed,A30NX5HEQGGFPP,pjj-nonsense,A25UZQENK9A4PL,guaranteed,A2VFH95BVFIU5K
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3VDI8GSXAES2AZQMN3CNVZ258CW8G5,sailboat,reflection,tiny,guaranteed,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,probably,A2VFH95BVFIU5K
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3QTFNPMJC5HN4N8VJXPVY3868XONZW,player,leg,poor,guaranteed,A25UZQENK9A4PL,unrelated,A1A3CN8H5HXTSN,guaranteed,A1I4ATPNZBOA16
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3QTFNPMJC5HN4N8VJXPVY3868XONZW,player,leg,red,guaranteed,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN,probably,A1I4ATPNZBOA16
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,34YWR3PJ279VEWG9H9ZCQ6WIS4G0X2,car,light,private,impossible,A1VNV1899K7L05,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,34YWR3PJ279VEWG9H9ZCQ6WIS4G0X2,car,light,used,impossible,A1VNV1899K7L05,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,34YWR3PJ279VEWG9H9ZCQ6WIS4G0X2,car,light,silver,unlikely,A1VNV1899K7L05,unlikely,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,34YWR3PJ279VEWG9H9ZCQ6WIS4G0X2,car,light,white,unlikely,A1VNV1899K7L05,unrelated,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,34YWR3PJ279VEWG9H9ZCQ6WIS4G0X2,car,light,open,impossible,A1VNV1899K7L05,unlikely,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,34YWR3PJ279VEWG9H9ZCQ6WIS4G0X2,car,light,old,probably,A1VNV1899K7L05,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3X0EMNLXEOO6YOFYYFDKHM05K1JVP0,motorcycle,front,indian,guaranteed,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN,probably,A26GE78G0GIQJC
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3X0EMNLXEOO6YOFYYFDKHM05K1JVP0,motorcycle,front,old,guaranteed,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN,probably,A26GE78G0GIQJC
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3X0EMNLXEOO6YOFYYFDKHM05K1JVP0,motorcycle,front,red,guaranteed,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN,unrelated,A26GE78G0GIQJC
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3OWZNK3RYKOAT2PSRRS3PNQTVKIU2N,lady,purse,poor,unrelated,A25UZQENK9A4PL,pjj-nonsense,A30NX5HEQGGFPP,impossible,A1VNV1899K7L05
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3OWZNK3RYKOAT2PSRRS3PNQTVKIU2N,lady,purse,dear,impossible,A25UZQENK9A4PL,pjj-nonsense,A30NX5HEQGGFPP,impossible,A1VNV1899K7L05
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3OWZNK3RYKOAT2PSRRS3PNQTVKIU2N,lady,purse,beautiful,unrelated,A25UZQENK9A4PL,unrelated,A30NX5HEQGGFPP,unrelated,A1VNV1899K7L05
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,304QEQWKZOJ8KN2HGICG7T5PG0AO0K,coffee cup,lid,plastic,probably,A25UZQENK9A4PL,guaranteed,A30NX5HEQGGFPP,probably,A26GE78G0GIQJC
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,304QEQWKZOJ8KN2HGICG7T5PG0AO0K,coffee cup,lid,empty,impossible,A25UZQENK9A4PL,unrelated,A30NX5HEQGGFPP,impossible,A26GE78G0GIQJC
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,304QEQWKZOJ8KN2HGICG7T5PG0AO0K,coffee cup,lid,black,probably,A25UZQENK9A4PL,unrelated,A30NX5HEQGGFPP,unrelated,A26GE78G0GIQJC
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,304QEQWKZOJ8KN2HGICG7T5PG0AO0K,coffee cup,lid,hot,guaranteed,A25UZQENK9A4PL,guaranteed,A30NX5HEQGGFPP,guaranteed,A26GE78G0GIQJC
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3KQC8JMJGBRU9YFRVSZ9PI6V7QH3H7,kitchen,door,interior,guaranteed,A30NX5HEQGGFPP,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3KQC8JMJGBRU9YFRVSZ9PI6V7QH3H7,kitchen,door,dark,probably,A30NX5HEQGGFPP,probably,A1A3CN8H5HXTSN,probably,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3KQC8JMJGBRU9YFRVSZ9PI6V7QH3H7,kitchen,door,warm,guaranteed,A30NX5HEQGGFPP,probably,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3KQC8JMJGBRU9YFRVSZ9PI6V7QH3H7,kitchen,door,old,probably,A30NX5HEQGGFPP,probably,A1A3CN8H5HXTSN,probably,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3KQC8JMJGBRU9YFRVSZ9PI6V7QH3H7,kitchen,door,tiny,impossible,A30NX5HEQGGFPP,unrelated,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3MGHRFQY2KOKE16JM5LE9K3RUAA0Y8,baseball player,face,poor,guaranteed,A25UZQENK9A4PL,impossible,A1VNV1899K7L05,unrelated,A1A3CN8H5HXTSN
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3MGHRFQY2KOKE16JM5LE9K3RUAA0Y8,baseball player,face,professional,impossible,A25UZQENK9A4PL,impossible,A1VNV1899K7L05,probably,A1A3CN8H5HXTSN
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3MGHRFQY2KOKE16JM5LE9K3RUAA0Y8,baseball player,face,defensive,unrelated,A25UZQENK9A4PL,unrelated,A1VNV1899K7L05,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3MGHRFQY2KOKE16JM5LE9K3RUAA0Y8,baseball player,face,key,pjj-nonsense,A25UZQENK9A4PL,impossible,A1VNV1899K7L05,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3EHIMLB7F6YGAVLX79U5GZE6NC98H4,stove,window,warm,guaranteed,A25UZQENK9A4PL,guaranteed,A2VFH95BVFIU5K,probably,A3265QTYKPZMC6
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3EHIMLB7F6YGAVLX79U5GZE6NC98H4,stove,window,hot,guaranteed,A25UZQENK9A4PL,guaranteed,A2VFH95BVFIU5K,probably,A3265QTYKPZMC6
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3EHIMLB7F6YGAVLX79U5GZE6NC98H4,stove,window,white,unrelated,A25UZQENK9A4PL,unlikely,A2VFH95BVFIU5K,impossible,A3265QTYKPZMC6
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3EHIMLB7F6YGAVLX79U5GZE6NC98H4,stove,window,old,probably,A25UZQENK9A4PL,guaranteed,A2VFH95BVFIU5K,guaranteed,A3265QTYKPZMC6
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,3EHIMLB7F6YGAVLX79U5GZE6NC98H4,stove,window,electric,unrelated,A25UZQENK9A4PL,impossible,A2VFH95BVFIU5K,pjj-nonsense,A3265QTYKPZMC6
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,341H3G5YFZDKJRGOIRNXNRCT04E0ZZ,surfboard,spray,purple,unlikely,A1VNV1899K7L05,impossible,A30NX5HEQGGFPP,impossible,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,341H3G5YFZDKJRGOIRNXNRCT04E0ZZ,surfboard,spray,short,impossible,A1VNV1899K7L05,unrelated,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,341H3G5YFZDKJRGOIRNXNRCT04E0ZZ,surfboard,spray,old,impossible,A1VNV1899K7L05,impossible,A30NX5HEQGGFPP,impossible,A25UZQENK9A4PL
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,386659BNTKGNOVVGAGE5VXSHNP110B,baseball player,shoe,poor,pjj-nonsense,A30NX5HEQGGFPP,unrelated,A1VNV1899K7L05,impossible,A18RMWE4BKHG6R
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,37M4O367VIHJFR36083FWKCB2875M8,building,part,public,guaranteed,A1A3CN8H5HXTSN,guaranteed,A30NX5HEQGGFPP,probably,A2VFH95BVFIU5K
Common sense visual reasoning 4,https://worker.mturk.com/mturk/preview?groupId=3JG2O8WUZH7ZQQX8P6WURH5IOCX9WX,37M4O367VIHJFR36083FWKCB2875M8,building,part,original,guaranteed,A1A3CN8H5HXTSN,guaranteed,A30NX5HEQGGFPP,guaranteed,A2VFH95BVFIU5K
