whole,part,jj,result1,result2,result3
bird,body,dead,guaranteed,guaranteed,guaranteed
bird,body,male,guaranteed,guaranteed,guaranteed
bird,body,beautiful,guaranteed,probably,guaranteed
toilet bowl,seat,dusty,probably,probably,probably
toilet bowl,seat,old,probably,probably,probably
toilet bowl,seat,white,probably,guaranteed,guaranteed
toilet bowl,seat,empty,probably,guaranteed,unrelated
toilet bowl,seat,shallow,impossible,guaranteed,unlikely
toilet bowl,seat,wooden,probably,probably,unrelated
toilet bowl,seat,golden,probably,guaranteed,probably
toilet bowl,seat,porcelain,probably,unrelated,unlikely
calf,tail,bare,probably,unrelated,probably
calf,tail,young,guaranteed,guaranteed,guaranteed
calf,tail,white,unrelated,probably,probably
calf,tail,original,guaranteed,unrelated,wjj-nonsense
woman,coat,poor,unrelated,pjj-nonsense,pjj-nonsense
woman,coat,beautiful,unrelated,unrelated,unrelated
van,ladder,white,unrelated,unrelated,unrelated
van,ladder,old,probably,unrelated,unrelated
van,ladder,weak,unrelated,unrelated,unrelated
surfer,foot,young,guaranteed,guaranteed,guaranteed
surfer,foot,upright,unrelated,guaranteed,unrelated
surfer,foot,professional,pjj-nonsense,guaranteed,unrelated
surfer,foot,male,guaranteed,guaranteed,guaranteed
tennis player,face,key,guaranteed,probably,pjj-nonsense
tennis player,face,defensive,guaranteed,probably,pjj-nonsense
tennis player,face,professional,guaranteed,unrelated,pjj-nonsense
tennis player,face,poor,pjj-nonsense,unrelated,pjj-nonsense
girl,shoe,pretty,unrelated,unrelated,unrelated
girl,shoe,beautiful,unrelated,unrelated,unrelated
girl,shoe,poor,impossible,impossible,pjj-nonsense
girl,shoe,old,unrelated,unrelated,unrelated
curtain,flower,heavy,unrelated,unrelated,impossible
curtain,flower,white,unlikely,unrelated,unrelated
curtain,flower,long,unrelated,guaranteed,unrelated
coat,zipper,long,guaranteed,guaranteed,unrelated
tub,handle,round,probably,unrelated,unrelated
tub,handle,old,probably,probably,probably
tub,handle,plastic,unlikely,unrelated,probably
tub,handle,white,unrelated,unrelated,probably
tub,handle,wooden,probably,unrelated,probably
tub,handle,huge,probably,unrelated,unrelated
blanket,design,old,guaranteed,probably,guaranteed
blanket,design,green,unrelated,unrelated,unrelated
blanket,design,warm,probably,pjj-nonsense,guaranteed
top,writing,open,impossible,pjj-nonsense,unrelated
top,writing,white,unlikely,unlikely,unlikely
top,writing,gilt,pjj-nonsense,wjj-nonsense,wjj-nonsense
horse,mane,black,probably,probably,guaranteed
horse,mane,dead,impossible,guaranteed,guaranteed
horse,mane,old,guaranteed,guaranteed,guaranteed
beach,shoreline,white,probably,probably,guaranteed
beach,shoreline,private,guaranteed,guaranteed,guaranteed
beach,shoreline,rocky,probably,unlikely,probably
beach,shoreline,sandy,guaranteed,guaranteed,guaranteed
lady,leg,poor,pjj-nonsense,unrelated,pjj-nonsense
lady,leg,beautiful,unrelated,probably,unrelated
coat,part,muscular,pjj-nonsense,probably,pjj-nonsense
coat,part,white,probably,probably,probably
coat,part,long,unrelated,unrelated,unrelated
wall,texture,high,guaranteed,guaranteed,guaranteed
wall,texture,white,guaranteed,unrelated,guaranteed
boat,prow,wooden,guaranteed,probably,probably
table,frame,above,wjj-nonsense,impossible,unlikely
table,frame,white,unrelated,unrelated,probably
table,frame,metal,probably,probably,probably
table,frame,long,guaranteed,guaranteed,guaranteed
lady,jean,dear,unrelated,pjj-nonsense,pjj-nonsense
lady,jean,poor,unrelated,pjj-nonsense,pjj-nonsense
lady,jean,beautiful,unrelated,unrelated,unrelated
boat,antenna,open,unrelated,pjj-nonsense,guaranteed
boat,antenna,tiny,probably,unrelated,unrelated
boat,antenna,old,guaranteed,probably,unrelated
sign,circle,positive,guaranteed,pjj-nonsense,probably
sign,circle,black,unlikely,impossible,unlikely
sign,circle,outward,guaranteed,unrelated,guaranteed
sign,circle,negative,guaranteed,pjj-nonsense,guaranteed
vehicle,roof,suitable,probably,pjj-nonsense,guaranteed
vehicle,roof,primary,guaranteed,pjj-nonsense,guaranteed
vehicle,roof,yellow,guaranteed,probably,probably
vehicle,roof,silver,guaranteed,probably,probably
painting,man,abstract,pjj-nonsense,unrelated,guaranteed
painting,man,italian,unrelated,probably,probably
painting,man,white,unrelated,unrelated,unrelated
painting,man,historical,pjj-nonsense,probably,probably
painting,man,original,pjj-nonsense,pjj-nonsense,guaranteed
painting,man,chinese,unrelated,probably,probably
desk,shelf,old,guaranteed,guaranteed,probably
desk,shelf,white,guaranteed,probably,probably
desk,shelf,cluttered,probably,unrelated,probably
desk,shelf,high,probably,probably,probably
desk,shelf,wooden,probably,probably,probably
tail,feather,bushy,guaranteed,unlikely,probably
tail,feather,short,probably,guaranteed,guaranteed
tail,feather,long,probably,guaranteed,unrelated
tail,feather,grey,unrelated,guaranteed,unrelated
tail,feather,straight,probably,guaranteed,probably
patio,brick,open,guaranteed,impossible,impossible
patio,brick,concrete,guaranteed,guaranteed,probably
patio,brick,wooden,impossible,impossible,impossible
patio,brick,covered,guaranteed,impossible,probably
wall,side,posterior,guaranteed,guaranteed,guaranteed
wall,side,anterior,guaranteed,guaranteed,guaranteed
wall,side,white,probably,probably,probably
wall,side,high,wjj-nonsense,guaranteed,probably
wall,side,lateral,guaranteed,probably,guaranteed
skier,hair,excellent,pjj-nonsense,unrelated,impossible
bed,canopy,dry,guaranteed,probably,probably
bed,canopy,wooden,impossible,unrelated,probably
bed,canopy,narrow,guaranteed,probably,guaranteed
hoodie,sleeve,blue,probably,probably,probably
seagull,body,occasional,pjj-nonsense,pjj-nonsense,pjj-nonsense
seagull,body,white,probably,probably,probably
seagull,body,dead,guaranteed,guaranteed,guaranteed
seagull,body,solitary,guaranteed,guaranteed,guaranteed
seagull,body,lone,pjj-nonsense,unrelated,guaranteed
sheep,face,fat,probably,probably,probably
sheep,face,fetal,guaranteed,guaranteed,probably
sheep,face,stuffed,probably,guaranteed,unrelated
shirt,heart,white,unrelated,unlikely,unlikely
shirt,heart,clean,guaranteed,probably,probably
lady,ring,dear,unrelated,pjj-nonsense,guaranteed
lady,ring,poor,impossible,pjj-nonsense,pjj-nonsense
lady,ring,beautiful,unrelated,unrelated,probably
board,writing,editorial,probably,wjj-nonsense,probably
bathroom,lid,tiny,unrelated,unrelated,guaranteed
bathroom,lid,white,probably,unrelated,guaranteed
umbrella,edge,open,guaranteed,impossible,impossible
umbrella,edge,white,probably,probably,guaranteed
sweater,pocket,heavy,pjj-nonsense,probably,unrelated
sweater,pocket,white,probably,probably,probably
cockpit,window,clear,probably,wjj-nonsense,guaranteed
cockpit,window,white,unrelated,pjj-nonsense,unlikely
cockpit,window,vertical,unrelated,probably,wjj-nonsense
cockpit,window,open,probably,wjj-nonsense,unrelated
cockpit,window,tiny,guaranteed,probably,probably
cockpit,window,forward,probably,wjj-nonsense,pjj-nonsense
bear,reflection,white,probably,guaranteed,guaranteed
batter,leg,smooth,probably,unrelated,unrelated
batter,leg,slight,probably,unrelated,pjj-nonsense
batter,leg,thick,probably,probably,guaranteed
batter,leg,stiff,unrelated,probably,probably
batter,leg,thin,probably,probably,probably
sheep,hair,fat,impossible,pjj-nonsense,unlikely
sheep,hair,fetal,guaranteed,pjj-nonsense,guaranteed
basket,plant,flat,impossible,unlikely,unlikely
basket,plant,empty,impossible,impossible,unlikely
basket,plant,heavy,unrelated,unlikely,probably
basket,plant,huge,unrelated,unrelated,probably
basket,plant,covered,guaranteed,unrelated,unrelated
snow,track,deep,guaranteed,probably,unrelated
snow,track,white,guaranteed,guaranteed,guaranteed
snow,track,fresh,unrelated,probably,guaranteed
snow,track,heavy,guaranteed,probably,unrelated
snow,track,high,guaranteed,wjj-nonsense,guaranteed
snow,track,dirty,guaranteed,unrelated,guaranteed
skateboard,axle,wooden,unlikely,impossible,unlikely
skateboard,axle,old,probably,probably,guaranteed
building,trim,brown,unrelated,unrelated,probably
building,trim,old,guaranteed,probably,probably
building,trim,original,probably,probably,probably
building,trim,tall,impossible,probably,guaranteed
building,trim,fine,wjj-nonsense,pjj-nonsense,probably
boat,lettering,open,guaranteed,pjj-nonsense,pjj-nonsense
boat,lettering,tiny,unrelated,unrelated,probably
boat,lettering,white,unlikely,unlikely,unlikely
boat,lettering,old,probably,probably,probably
bush,snow,green,unlikely,impossible,impossible
bush,snow,low,pjj-nonsense,guaranteed,guaranteed
bush,snow,leafy,impossible,impossible,impossible
bush,snow,colored,impossible,impossible,unlikely
bush,snow,thick,unrelated,impossible,probably
bush,snow,dense,unrelated,impossible,probably
bush,snow,australian,pjj-nonsense,guaranteed,pjj-nonsense
word,letter,green,probably,guaranteed,unrelated
word,letter,greek,guaranteed,probably,guaranteed
word,letter,latin,guaranteed,probably,guaranteed
word,letter,english,guaranteed,guaranteed,guaranteed
word,letter,divine,unrelated,unrelated,pjj-nonsense
lady,neck,dear,pjj-nonsense,unrelated,unrelated
lady,neck,poor,pjj-nonsense,unrelated,guaranteed
lady,neck,beautiful,guaranteed,probably,probably
roof,snow,decorative,unlikely,unrelated,unrelated
roof,snow,flat,probably,guaranteed,guaranteed
roof,snow,green,impossible,impossible,unrelated
computer,cord,grey,probably,unrelated,unrelated
computer,cord,remote,unrelated,guaranteed,pjj-nonsense
hat,string,white,unrelated,probably,probably
hat,string,old,guaranteed,probably,probably
hat,button,white,unlikely,unrelated,unrelated
hat,button,old,guaranteed,guaranteed,probably
jersey,logo,white,unlikely,unlikely,unlikely
elephant,tusk,wild,guaranteed,pjj-nonsense,guaranteed
house,reflection,brown,pjj-nonsense,guaranteed,probably
house,reflection,old,pjj-nonsense,impossible,impossible
house,reflection,private,pjj-nonsense,unrelated,impossible
house,reflection,empty,pjj-nonsense,impossible,impossible
truck,hubcap,old,probably,probably,probably
toilet,edge,clear,unrelated,probably,guaranteed
toilet,edge,closed,impossible,guaranteed,guaranteed
toilet,edge,white,guaranteed,probably,guaranteed
motorcycle,flame,black,unlikely,impossible,unlikely
motorcycle,flame,silver,unlikely,unrelated,unlikely
motorcycle,flame,burning,probably,guaranteed,probably
motorcycle,flame,old,unrelated,probably,probably
building,walkway,original,probably,probably,probably
building,walkway,public,probably,guaranteed,guaranteed
building,walkway,old,probably,probably,guaranteed
jersey,writing,white,unlikely,unrelated,unlikely
airplane,side,conventional,guaranteed,guaranteed,guaranteed
airplane,side,white,probably,guaranteed,guaranteed
airplane,side,american,guaranteed,guaranteed,guaranteed
airplane,side,commercial,guaranteed,unrelated,guaranteed
airplane,side,light,guaranteed,guaranteed,guaranteed
airplane,side,private,guaranteed,unrelated,guaranteed
cow,chain,dead,impossible,pjj-nonsense,impossible
cow,chain,white,unrelated,unrelated,unrelated
cow,chain,old,unrelated,unrelated,unrelated
coffeepot,handle,clear,unlikely,unlikely,unrelated
coffeepot,handle,old,guaranteed,guaranteed,guaranteed
coffeepot,handle,hot,unrelated,unlikely,impossible
coffeepot,handle,electric,impossible,pjj-nonsense,impossible
coffeepot,handle,battered,unrelated,unrelated,unrelated
coffeepot,handle,empty,impossible,pjj-nonsense,probably
coffeepot,handle,clean,probably,probably,guaranteed
coffeepot,handle,black,probably,unrelated,probably
tablecloth,stripe,gold,unrelated,unlikely,unrelated
tablecloth,stripe,white,unrelated,unlikely,unrelated
tablecloth,stripe,clean,guaranteed,probably,probably
shore,sand,far,guaranteed,pjj-nonsense,unrelated
shore,sand,green,unlikely,impossible,unlikely
shore,sand,american,guaranteed,pjj-nonsense,guaranteed
shore,sand,rocky,guaranteed,impossible,unrelated
shore,sand,sandy,guaranteed,guaranteed,guaranteed
shore,sand,distant,guaranteed,guaranteed,guaranteed
sticker,lettering,white,unlikely,unlikely,unlikely
sticker,lettering,colored,unrelated,probably,unrelated
jersey,sleeve,white,probably,probably,probably
lamb,leg,poor,impossible,unrelated,guaranteed
lamb,leg,fetal,guaranteed,guaranteed,guaranteed
lamb,leg,white,probably,probably,probably
lamb,leg,young,guaranteed,guaranteed,guaranteed
lamb,leg,light,probably,guaranteed,probably
sandwich,bread,grilled,guaranteed,guaranteed,probably
sandwich,bread,round,probably,guaranteed,probably
sandwich,bread,quick,impossible,pjj-nonsense,pjj-nonsense
sandwich,bread,hot,probably,guaranteed,probably
sandwich,bread,thick,probably,probably,probably
sandwich,bread,jelly,impossible,unrelated,impossible
cake,layer,national,pjj-nonsense,guaranteed,guaranteed
umpire,hand,disinterested,probably,probably,impossible
umpire,hand,natural,guaranteed,guaranteed,guaranteed
umpire,hand,white,guaranteed,guaranteed,guaranteed
umpire,hand,permanent,unrelated,probably,pjj-nonsense
umpire,hand,impartial,pjj-nonsense,guaranteed,pjj-nonsense
umpire,hand,neutral,unrelated,guaranteed,pjj-nonsense
hotel,window,old,probably,probably,probably
hotel,window,downtown,guaranteed,guaranteed,guaranteed
hotel,window,white,unrelated,impossible,unrelated
hotel,window,light,unrelated,unrelated,pjj-nonsense
hotel,window,fine,probably,probably,pjj-nonsense
road,water,old,unlikely,unlikely,unlikely
road,water,long,unrelated,pjj-nonsense,unrelated
road,water,grey,unrelated,unrelated,unlikely
road,water,empty,unrelated,pjj-nonsense,guaranteed
road,water,open,probably,pjj-nonsense,unrelated
road,water,clean,unrelated,unrelated,unlikely
road,water,narrow,unrelated,pjj-nonsense,guaranteed
bathroom,cabinet,white,unrelated,probably,probably
bathroom,cabinet,tiny,probably,probably,probably
bathroom,cabinet,private,unrelated,guaranteed,guaranteed
bathroom,cabinet,adjoining,unrelated,unrelated,unrelated
ground,strip,fertile,guaranteed,guaranteed,unrelated
ground,strip,dry,guaranteed,guaranteed,guaranteed
ground,strip,white,unrelated,unlikely,unrelated
ground,strip,open,pjj-nonsense,guaranteed,pjj-nonsense
ground,strip,dirty,probably,guaranteed,guaranteed
ground,strip,sandy,probably,guaranteed,guaranteed
glove,label,plastic,unrelated,probably,probably
glove,label,white,unlikely,unrelated,unrelated
glove,label,old,guaranteed,probably,guaranteed
trolley,door,laden,pjj-nonsense,pjj-nonsense,wjj-nonsense
trolley,door,electric,unrelated,probably,probably
trolley,door,green,probably,unrelated,probably
trolley,door,empty,pjj-nonsense,pjj-nonsense,guaranteed
man,head,poor,guaranteed,unrelated,pjj-nonsense
plate,trim,flat,guaranteed,probably,probably
plate,trim,white,unrelated,unrelated,unrelated
shirt,design,white,unlikely,unlikely,unlikely
shirt,design,clean,guaranteed,guaranteed,probably
sandwich,shadow,quick,pjj-nonsense,impossible,unrelated
sandwich,shadow,round,guaranteed,unlikely,probably
sandwich,shadow,hot,pjj-nonsense,impossible,impossible
sandwich,shadow,thick,guaranteed,impossible,unrelated
bookshelf,book,dusty,probably,probably,probably
bookshelf,book,low,probably,guaranteed,probably
bookshelf,book,empty,impossible,impossible,impossible
bookshelf,book,high,probably,guaranteed,probably
bookshelf,book,wooden,impossible,unlikely,impossible
bookshelf,book,tall,unrelated,unrelated,impossible
bookshelf,book,regular,pjj-nonsense,unrelated,unrelated
bedroom,door,old,probably,unrelated,probably
bedroom,door,spare,unrelated,pjj-nonsense,impossible
bedroom,door,darkened,probably,probably,probably
bedroom,door,white,unrelated,unrelated,probably
bedroom,door,upstairs,guaranteed,guaranteed,guaranteed
bedroom,door,dark,probably,probably,probably
man,finger,poor,pjj-nonsense,unrelated,pjj-nonsense
hat,brim,white,probably,probably,guaranteed
hat,brim,old,guaranteed,guaranteed,guaranteed
scissors,reflection,red,guaranteed,unrelated,unlikely
scissors,reflection,fine,probably,unrelated,pjj-nonsense
scissors,reflection,sterile,pjj-nonsense,unrelated,impossible
scissors,reflection,sharp,probably,unrelated,probably
shirt,logo,red,unlikely,unlikely,unlikely
trunk,branch,smooth,probably,unrelated,probably
trunk,branch,old,probably,probably,guaranteed
trunk,branch,long,unrelated,probably,probably
trunk,branch,sympathetic,pjj-nonsense,impossible,pjj-nonsense
trunk,branch,hollow,unrelated,unlikely,unrelated
trunk,branch,brown,probably,guaranteed,probably
trunk,branch,bare,pjj-nonsense,unrelated,unrelated
chef,hat,french,pjj-nonsense,probably,unrelated
chef,hat,excellent,pjj-nonsense,unrelated,guaranteed
chef,hat,famous,pjj-nonsense,unrelated,probably
chef,hat,white,unrelated,unrelated,guaranteed
chef,hat,professional,unrelated,unrelated,guaranteed
shoe,stripe,white,unlikely,unrelated,unrelated
shoe,stripe,old,guaranteed,guaranteed,guaranteed
wall,picture,high,unrelated,wjj-nonsense,unrelated
wall,picture,white,impossible,unrelated,unlikely
wall,picture,lateral,guaranteed,probably,guaranteed
wall,picture,anterior,guaranteed,guaranteed,guaranteed
swan,tail,white,probably,probably,probably
swan,tail,wild,guaranteed,guaranteed,impossible
swan,tail,beautiful,guaranteed,probably,probably
woman,camera,poor,pjj-nonsense,pjj-nonsense,impossible
woman,camera,beautiful,unrelated,unrelated,impossible
guy,eye,nice,probably,unrelated,unrelated
guy,eye,young,guaranteed,guaranteed,guaranteed
guy,eye,poor,impossible,pjj-nonsense,unrelated
guy,eye,old,guaranteed,guaranteed,guaranteed
faucet,handle,outside,guaranteed,guaranteed,guaranteed
faucet,handle,metal,guaranteed,guaranteed,probably
faucet,handle,hot,unrelated,probably,probably
faucet,handle,open,guaranteed,guaranteed,guaranteed
faucet,handle,shiny,probably,guaranteed,probably
faucet,handle,cold,unrelated,guaranteed,probably
faucet,handle,silver,probably,guaranteed,probably
birthday cake,candle,pink,unrelated,unrelated,unrelated
dog,tail,mad,probably,impossible,impossible
dog,tail,old,guaranteed,guaranteed,guaranteed
dog,tail,shaggy,probably,probably,probably
dog,tail,white,probably,unrelated,probably
dog,tail,dead,guaranteed,guaranteed,guaranteed
duck,bill,fat,unlikely,impossible,unlikely
duck,bill,white,unrelated,impossible,unrelated
window,mannequin,broken,unlikely,unrelated,unrelated
tree,tip,green,guaranteed,guaranteed,guaranteed
tree,tip,hollow,impossible,pjj-nonsense,pjj-nonsense
tree,tip,old,unlikely,unlikely,guaranteed
pole,strap,metallic,unlikely,unlikely,unlikely
pole,strap,posterior,guaranteed,guaranteed,pjj-nonsense
pole,strap,green,unrelated,probably,unrelated
pole,strap,long,probably,unlikely,unlikely
lady,finger,poor,unrelated,probably,pjj-nonsense
lady,finger,beautiful,unrelated,probably,unrelated
sign,logo,black,unlikely,unrelated,unlikely
skateboard,edge,old,guaranteed,guaranteed,guaranteed
skateboard,edge,wooden,guaranteed,guaranteed,guaranteed
skateboard,edge,green,probably,guaranteed,unlikely
chair,wheel,purple,unrelated,unrelated,unrelated
chair,wheel,slender,unlikely,unrelated,pjj-nonsense
window,trim,brown,probably,unrelated,probably
window,trim,high,guaranteed,guaranteed,guaranteed
window,trim,clean,probably,probably,guaranteed
zebra,shadow,true,guaranteed,guaranteed,guaranteed
zebra,shadow,female,impossible,impossible,impossible
zebra,shadow,dead,impossible,impossible,unrelated
zebra,shadow,young,impossible,impossible,unrelated
zebra,shadow,tall,unrelated,unrelated,probably
zebra,shadow,brown,impossible,impossible,unrelated
zebra,shadow,striped,unlikely,impossible,impossible
girl,back,poor,impossible,pjj-nonsense,pjj-nonsense
girl,back,old,guaranteed,guaranteed,guaranteed
girl,back,pretty,unrelated,probably,probably
girl,back,looking,impossible,pjj-nonsense,pjj-nonsense
girl,back,beautiful,unrelated,probably,probably
person,pole,human,impossible,impossible,impossible
boat,cabin,old,probably,guaranteed,probably
boat,cabin,white,unrelated,probably,probably
boat,cabin,open,unrelated,probably,unlikely
boat,cabin,tiny,probably,probably,probably
boat,cabin,wooden,probably,probably,probably
train,shadow,long,probably,guaranteed,guaranteed
train,shadow,red,impossible,unrelated,impossible
train,shadow,slow,guaranteed,guaranteed,guaranteed
train,shadow,electric,impossible,unrelated,pjj-nonsense
train,shadow,silver,impossible,unrelated,impossible
love seat,pillow,vacant,guaranteed,guaranteed,guaranteed
love seat,pillow,high,guaranteed,guaranteed,guaranteed
love seat,pillow,green,unrelated,probably,probably
love seat,pillow,empty,guaranteed,guaranteed,unlikely
chair,spindle,black,probably,probably,probably
chair,spindle,slender,probably,probably,probably
chair,spindle,empty,impossible,guaranteed,guaranteed
seagull,tail,dead,guaranteed,guaranteed,guaranteed
seagull,tail,white,unrelated,probably,probably
glass,spoon,used,probably,guaranteed,probably
glass,spoon,broken,unlikely,unlikely,impossible
glass,spoon,filled,impossible,guaranteed,unrelated
glass,spoon,empty,impossible,guaranteed,unrelated
sailboat,sail,old,probably,probably,probably
sailboat,sail,white,unrelated,probably,probably
sailboat,sail,tiny,probably,probably,guaranteed
sailboat,sail,solitary,guaranteed,guaranteed,unrelated
sailboat,sail,tall,guaranteed,guaranteed,guaranteed
sailboat,sail,beautiful,guaranteed,probably,unrelated
street,edge,paved,unrelated,guaranteed,guaranteed
street,edge,long,guaranteed,guaranteed,guaranteed
street,edge,clean,probably,guaranteed,probably
street,edge,narrow,unrelated,guaranteed,unrelated
nose,stripe,red,unlikely,unrelated,unlikely
nose,stripe,broken,unrelated,probably,probably
nose,stripe,long,probably,probably,probably
dog,paw,shaggy,probably,probably,probably
dog,paw,white,probably,probably,probably
dog,paw,old,guaranteed,guaranteed,guaranteed
backpack,strap,heavy,unrelated,unlikely,unlikely
backpack,strap,green,probably,unrelated,probably
cat,patch,white,impossible,impossible,unlikely
cat,patch,old,guaranteed,guaranteed,guaranteed
aircraft,door,japanese,pjj-nonsense,guaranteed,probably
aircraft,door,german,pjj-nonsense,guaranteed,probably
aircraft,door,american,pjj-nonsense,guaranteed,probably
aircraft,door,white,probably,probably,probably
aircraft,door,commercial,pjj-nonsense,guaranteed,pjj-nonsense
aircraft,door,light,probably,guaranteed,probably
fire hydrant,snow,residual,wjj-nonsense,pjj-nonsense,guaranteed
fire hydrant,snow,broken,impossible,pjj-nonsense,unlikely
fire hydrant,snow,white,probably,unrelated,unrelated
fire hydrant,snow,open,pjj-nonsense,pjj-nonsense,unlikely
lion,nose,wild,guaranteed,guaranteed,impossible
lion,nose,old,guaranteed,guaranteed,guaranteed
lion,nose,british,guaranteed,guaranteed,pjj-nonsense
lion,nose,dead,guaranteed,guaranteed,guaranteed
lion,nose,young,guaranteed,guaranteed,guaranteed
lion,nose,brown,unrelated,unlikely,probably
pillow,trim,soft,probably,probably,probably
pillow,trim,white,unrelated,probably,unrelated
pillow,trim,wooden,guaranteed,pjj-nonsense,wjj-nonsense
pillow,trim,down,unrelated,pjj-nonsense,unrelated
pillow,trim,hard,unrelated,probably,unrelated
ram,eye,old,guaranteed,guaranteed,guaranteed
