title,url,HITId,whole,part,jj,result1,worker1,result2,worker2,result3,worker3
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3RWO3EJELG8QCCZ0R1TVAYTPVS2P1L,pole,tip,green,guaranteed,A30NX5HEQGGFPP,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3RWO3EJELG8QCCZ0R1TVAYTPVS2P1L,pole,tip,posterior,guaranteed,A30NX5HEQGGFPP,guaranteed,A1A3CN8H5HXTSN,pjj-nonsense,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3H6W48L9F3OJDDF3OPIG3OJJR5BWPR,vase,daisy,red,unrelated,AVLZVLVL2X60,unrelated,A25UZQENK9A4PL,impossible,A1X3P33ODFD8OI
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3MXX6RQ9EU474BWJEJCX8W0S7CD4PE,woman,sandal,poor,pjj-nonsense,A30NX5HEQGGFPP,unrelated,A25UZQENK9A4PL,unrelated,A1A3CN8H5HXTSN
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3SBX2M1TKCMS4NXYEWRM81Q2C8Z4Q5,bouquet,rose,lovely,guaranteed,A25UZQENK9A4PL,probably,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3SBX2M1TKCMS4NXYEWRM81Q2C8Z4Q5,bouquet,rose,tall,guaranteed,A25UZQENK9A4PL,probably,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3SBX2M1TKCMS4NXYEWRM81Q2C8Z4Q5,bouquet,rose,fresh,guaranteed,A25UZQENK9A4PL,guaranteed,A30NX5HEQGGFPP,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3SBX2M1TKCMS4NXYEWRM81Q2C8Z4Q5,bouquet,rose,red,guaranteed,A25UZQENK9A4PL,guaranteed,A30NX5HEQGGFPP,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3SBX2M1TKCMS4NXYEWRM81Q2C8Z4Q5,bouquet,rose,huge,guaranteed,A25UZQENK9A4PL,unrelated,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3SBX2M1TKCMS4NXYEWRM81Q2C8Z4Q5,bouquet,rose,enormous,guaranteed,A25UZQENK9A4PL,unrelated,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3SBX2M1TKCMS4NXYEWRM81Q2C8Z4Q5,bouquet,rose,beautiful,guaranteed,A25UZQENK9A4PL,guaranteed,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,36U4VBVNQNCRXM6D6H74QVY177ORUF,airport,runway,long,unrelated,ASW9MABLSXSPK,guaranteed,A1A3CN8H5HXTSN,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,36U4VBVNQNCRXM6D6H74QVY177ORUF,airport,runway,busy,probably,ASW9MABLSXSPK,guaranteed,A1A3CN8H5HXTSN,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3AC6MFV69JHVURMKGZUITJBAMG5ZHF,groom,face,old,guaranteed,A30NX5HEQGGFPP,guaranteed,A2DNSD743W4OC2,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3AC6MFV69JHVURMKGZUITJBAMG5ZHF,groom,face,young,guaranteed,A30NX5HEQGGFPP,guaranteed,A2DNSD743W4OC2,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3AC6MFV69JHVURMKGZUITJBAMG5ZHF,groom,face,happy,guaranteed,A30NX5HEQGGFPP,guaranteed,A2DNSD743W4OC2,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3AC6MFV69JHVURMKGZUITJBAMG5ZHF,groom,face,poor,pjj-nonsense,A30NX5HEQGGFPP,impossible,A2DNSD743W4OC2,pjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3AC6MFV69JHVURMKGZUITJBAMG5ZHF,groom,face,english,guaranteed,A30NX5HEQGGFPP,unlikely,A2DNSD743W4OC2,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3AC6MFV69JHVURMKGZUITJBAMG5ZHF,groom,face,handsome,guaranteed,A30NX5HEQGGFPP,guaranteed,A2DNSD743W4OC2,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZWRJ,couch,flower,white,unlikely,ASW9MABLSXSPK,unlikely,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZWRJ,couch,flower,old,guaranteed,ASW9MABLSXSPK,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZWRJ,couch,flower,soft,impossible,ASW9MABLSXSPK,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZWRJ,couch,flower,wooden,impossible,ASW9MABLSXSPK,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZWRJ,couch,flower,low,impossible,ASW9MABLSXSPK,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3HEADTGN2ORRA1VDB7H9MH0KLEXRV4,tie,square,blue,unlikely,A2DNSD743W4OC2,probably,A25UZQENK9A4PL,probably,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3HEADTGN2ORRA1VDB7H9MH0KLEXRV4,tie,square,strong,pjj-nonsense,A2DNSD743W4OC2,unrelated,A25UZQENK9A4PL,probably,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,36BTXXLZ2U7SGOCYRBGMDR078U14R6,computer,mouse,grey,probably,A1A3CN8H5HXTSN,probably,AVLZVLVL2X60,unrelated,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,36BTXXLZ2U7SGOCYRBGMDR078U14R6,computer,mouse,remote,guaranteed,A1A3CN8H5HXTSN,pjj-nonsense,AVLZVLVL2X60,guaranteed,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZRWE,bench,frame,hard,probably,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZRWE,bench,frame,wooden,probably,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZRWE,bench,frame,federal,guaranteed,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZRWE,bench,frame,gray,probably,A30NX5HEQGGFPP,probably,A25UZQENK9A4PL,unrelated,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZRWE,bench,frame,judicial,pjj-nonsense,A30NX5HEQGGFPP,unrelated,A25UZQENK9A4PL,pjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZRWE,bench,frame,long,guaranteed,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,31KSVEGZ33R4PQVI1HM58JJYSNZRWE,bench,frame,concrete,probably,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,unlikely,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3XBYQ44Z6O3H558A56R08YKGG8WWTW,clock,arm,internal,guaranteed,A30NX5HEQGGFPP,unrelated,A25UZQENK9A4PL,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3XBYQ44Z6O3H558A56R08YKGG8WWTW,clock,arm,old,probably,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3XBYQ44Z6O3H558A56R08YKGG8WWTW,clock,arm,antique,guaranteed,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3XBYQ44Z6O3H558A56R08YKGG8WWTW,clock,arm,green,unrelated,A30NX5HEQGGFPP,unrelated,A25UZQENK9A4PL,unrelated,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3EQPA8A373VRLXHA4ZX35WRPZ89ZJK,fireplace,mantle,white,probably,A1A3CN8H5HXTSN,impossible,A2DNSD743W4OC2,probably,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3EQPA8A373VRLXHA4ZX35WRPZ89ZJK,fireplace,mantle,old,probably,A1A3CN8H5HXTSN,guaranteed,A2DNSD743W4OC2,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3EQPA8A373VRLXHA4ZX35WRPZ89ZJK,fireplace,mantle,huge,probably,A1A3CN8H5HXTSN,probably,A2DNSD743W4OC2,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3EQPA8A373VRLXHA4ZX35WRPZ89ZJK,fireplace,mantle,dark,probably,A1A3CN8H5HXTSN,unlikely,A2DNSD743W4OC2,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3EQPA8A373VRLXHA4ZX35WRPZ89ZJK,fireplace,mantle,empty,unrelated,A1A3CN8H5HXTSN,wjj-nonsense,A2DNSD743W4OC2,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3EQPA8A373VRLXHA4ZX35WRPZ89ZJK,fireplace,mantle,wide,probably,A1A3CN8H5HXTSN,guaranteed,A2DNSD743W4OC2,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3PKVGQTFIGJ8EVQIGI4TTG4E3VZRYD,clock,top,tall,guaranteed,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN,guaranteed,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3PKVGQTFIGJ8EVQIGI4TTG4E3VZRYD,clock,top,antique,guaranteed,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN,guaranteed,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3PKVGQTFIGJ8EVQIGI4TTG4E3VZRYD,clock,top,old,guaranteed,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN,guaranteed,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3PKVGQTFIGJ8EVQIGI4TTG4E3VZRYD,clock,top,green,probably,A25UZQENK9A4PL,probably,A1A3CN8H5HXTSN,probably,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3CKVGCS3PF4NIFUANZTPRYFQDK3S01,knee,spot,bare,guaranteed,AVLZVLVL2X60,guaranteed,A25UZQENK9A4PL,pjj-nonsense,A2DNSD743W4OC2
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3CKVGCS3PF4NIFUANZTPRYFQDK3S01,knee,spot,round,probably,AVLZVLVL2X60,unrelated,A25UZQENK9A4PL,unlikely,A2DNSD743W4OC2
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3CKVGCS3PF4NIFUANZTPRYFQDK3S01,knee,spot,injured,impossible,AVLZVLVL2X60,pjj-nonsense,A25UZQENK9A4PL,guaranteed,A2DNSD743W4OC2
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3FW4EL5A3KN19QGQ87IXJ4V1COP22T,sofa,arm,comfortable,probably,AVLZVLVL2X60,guaranteed,A25UZQENK9A4PL,unrelated,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3FW4EL5A3KN19QGQ87IXJ4V1COP22T,sofa,arm,long,unrelated,AVLZVLVL2X60,probably,A25UZQENK9A4PL,unlikely,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3FW4EL5A3KN19QGQ87IXJ4V1COP22T,sofa,arm,white,probably,AVLZVLVL2X60,guaranteed,A25UZQENK9A4PL,probably,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3FW4EL5A3KN19QGQ87IXJ4V1COP22T,sofa,arm,old,guaranteed,AVLZVLVL2X60,guaranteed,A25UZQENK9A4PL,guaranteed,A30NX5HEQGGFPP
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3ZLW647WAKUQU8C9C7W22E0TI2P234,skier,cap,excellent,unrelated,AVLZVLVL2X60,unrelated,A1A3CN8H5HXTSN,unrelated,A1X3P33ODFD8OI
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3566S7OX5CI166V0VFZEAC24VYX71X,chair,part,comfortable,probably,A30NX5HEQGGFPP,guaranteed,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3566S7OX5CI166V0VFZEAC24VYX71X,chair,part,slender,unrelated,A30NX5HEQGGFPP,unrelated,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3566S7OX5CI166V0VFZEAC24VYX71X,chair,part,purple,probably,A30NX5HEQGGFPP,probably,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3566S7OX5CI166V0VFZEAC24VYX71X,chair,part,empty,probably,A30NX5HEQGGFPP,guaranteed,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3B6F54KMR1BNP4FSJIXP53Y0IC9S14,animal,nostril,human,guaranteed,AVLZVLVL2X60,wjj-nonsense,A30NX5HEQGGFPP,pjj-nonsense,A2DNSD743W4OC2
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3Q2T3FD0OM7G1CG2MPFMHNERO75M3E,television,knob,black,unrelated,A30NX5HEQGGFPP,probably,AVLZVLVL2X60,probably,A1A3CN8H5HXTSN
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3Q2T3FD0OM7G1CG2MPFMHNERO75M3E,television,knob,long,unlikely,A30NX5HEQGGFPP,unlikely,AVLZVLVL2X60,unlikely,A1A3CN8H5HXTSN
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3PA41K45VM34NYE2GHA4B8K2YE2P7I,woman,shoulder,beautiful,pjj-nonsense,A29CG3KIKPKPBB,unrelated,AVLZVLVL2X60,probably,A1A3CN8H5HXTSN
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3PA41K45VM34NYE2GHA4B8K2YE2P7I,woman,shoulder,poor,pjj-nonsense,A29CG3KIKPKPBB,pjj-nonsense,AVLZVLVL2X60,unrelated,A1A3CN8H5HXTSN
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3TUOHPJXYGWOMMHUAGSXX15MT4KWXF,motorcycle,tire,used,probably,ASW9MABLSXSPK,probably,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3TUOHPJXYGWOMMHUAGSXX15MT4KWXF,motorcycle,tire,old,probably,ASW9MABLSXSPK,unrelated,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3TUOHPJXYGWOMMHUAGSXX15MT4KWXF,motorcycle,tire,red,unlikely,ASW9MABLSXSPK,unrelated,A30NX5HEQGGFPP,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3RWB1RTQDIM8NCJLQM2AP8GX9Y8P85,short,part,dead,wjj-nonsense,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL,pjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3RWB1RTQDIM8NCJLQM2AP8GX9Y8P85,short,part,electrical,wjj-nonsense,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3RWB1RTQDIM8NCJLQM2AP8GX9Y8P85,short,part,blue,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3RWB1RTQDIM8NCJLQM2AP8GX9Y8P85,short,part,unsigned,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,3RWB1RTQDIM8NCJLQM2AP8GX9Y8P85,short,part,long,unrelated,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,38XPGNCKHSZK9VTF0VLWEOPAT0E4VZ,gazebo,roof,white,unrelated,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,unrelated,AVLZVLVL2X60
Common sense visual reasoning 5,https://worker.mturk.com/mturk/preview?groupId=3EM4DVSA8U9K3Y77FQ2ZT9TSNFB30B,38XPGNCKHSZK9VTF0VLWEOPAT0E4VZ,gazebo,roof,old,probably,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60
