url,HITId,whole,part,jj
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3V8JSVE8YYQSNKT3WSJ6HW59ABMEYL,hare,rabbit,hunted
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3U18MJKL1UMJEN5BTZ40AS7ZLF5CN0,wall,mold,anterior
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3DTJ4WT8BDFSSA38SELPV3EBG5QEZC,wall,arch,anterior
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3MJ9GGZYO36ZWMJKN2APC9EDAHTA25,wall,plate,anterior
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3ZTE0JGGCES1W85NUE4DPH74BPACOF,wall,pier,anterior
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,39I4RL8QGJHO9N6LXM35MAYF7QFH4J,wall,socket,anterior
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3087LXLJ6MGNW3XEJVS37MWPAZMF03,seed,kernel,single
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3ZURAPD288NN3SIWFEW3LRFZFRSF16,toe,nail,pointed
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,31ANT7FQN82656ALBRMFR24T7MAH5O,basket,paper,heavy
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3TTPFEFXCTK2OAAZGAWKJ8IT3HLH64,basket,toy,heavy
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3LEG2HW4UFNUSD0SYIWHQAP47X6F2N,basket,fruit,heavy
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3OCZWXS7ZO78R2TB2C1DJUX0O3J5LJ,couch,pillow,soft
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,37M4O367VJISXKBW2O2SJ7CPO895ML,couch,mattress,soft
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3CVBMEMMXBGLSAO4ZK1CPMIPYS5H73,pantyhose,underpants,tight
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3HRWUH63QU2YF2WWEPHSWM1PTYJ5NL,entrance,exit,rear
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3RZS0FBRWKAJH8HO9EHSEHCULU6CPW,armchair,arm,comfortable
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3XDSWAMB22S4HKI39RWHEM24QQSCQN,boat,ramp,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3EHIMLB7F7ZPSOTN9PTI3MEK9CBH8Q,boat,tent,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,36818Z1KV3DOH4F3R2OUVJJ5GVTA3G,boat,hatch,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,30OITAWPBQ3P6TCXEHZW3I9VTITH9F,boat,seat,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,37MQ8Z1JQEW0S4HN38O5FVWKD8W2Y7,boat,enclosure,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3MJ28H2Y1E8GXNW8F4H5BB1UJ8O5O0,boat,wake,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3V0TR1NRVA29Z0Y7RGTD5OBBUVPA41,boat,interior,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3BDORL6HKKD4TLX3M6LHJCC9MCUCRO,boat,canopy,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3EPG8DX9LKQYIN89U4UK0B6KTDK5PH,boat,log,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,37OPIVELUU33BCM26NDWZDKFZ0BHAU,boat,console,open
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3B9J25CZ25DGU0XG1VLM9MH58EDCSC,vent,lid,free
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3NSCTNUR2ZNRVJ275LCNAGHPURKA56,board,note,editorial
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3P7QK0GJ3TL0XURSZUQOT25MJ202ZY,leaf,scale,full
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3538U0YQ1FUJDVWB2IAM9KUWDB6F3Y,leaf,vein,full
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,37VE3DA4YUH8UMRUC1DSUO4LHIWHBP,sushi,rice,fresh
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,374UMBUHN5PH90AVQVQCJRDRAXRCT1,plant,pot,electric
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3FBEFUUYRK5NEN2LA4MS2MVPQMVA6M,circuit,tube,electric
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,32FESTC2NHQW9DPKQ0GMONZTTBYCUS,barrel,hoop,full
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3K3G488TR28JIZ9OUH990GWUY965Q8,tooth,root,sweet
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3YD0MU1NC216INGQTERK80VLLXFA7L,pier,dock,old
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3DZKABX2ZI5WMSEKVQQRK91C7I7CVH,painting,frame,italian
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3EKZL9T8Y8MR4RJ0Q19N58A3Z3WHCW,pancake,berry,flat
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,335HHSX8CD519JPEQX4YPESLK38HDW,text,book,black
https://workersandbox.mturk.com/mturk/preview?groupId=3Z26YXPIIPOIFXBK7YSAKMJ9P6FRGN,3UV0D2KX1MJ4VRFF2WF5JPM2RB2F4J,radar,dish,primary
