url,HITId,whole,part,jj
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3IZVJEBJ6AKOFVATMW2RJFMYZ7GZ6Q,rope,bar,red
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,30EV7DWJTVVOA50OQA0858DWTDD6Y7,rope,bar,yellow
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3A3KKYU7P3HMA3QGYPP197P285RWM7,mountainside,tree,nearby
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,311HQEI8RSG7JVOY567JPTMUUI0Z7P,mountainside,tree,opposite
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3W3RSPVVGSRPCHJQ3D9LR6PGNKQUL4,mountainside,tree,snowy
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3MXX6RQ9EV5GM449GZBAVJ06TH44PQ,armor,man,full
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3IZVJEBJ6AKOFVATMW2RJFMYZ7H6ZY,armor,man,heavy
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,33NOQL7T9OZBJ9THFBZP3TIP526Z8C,armor,man,defensive
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3K8CQCU3KE1SSLBGAQ41MME2DV1WN7,armor,man,german
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3TC2K6WK9G2LDYQ5Q4QBGI8IKT8288,armor,man,protective
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,36KM3FWE3RCAHAI81CURJUJ8CBI706,armor,man,blue
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3566S7OX5DJAOZ3QXVYRXZ2IH3O719,armor,man,red
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3FDWKV9VCN29IZ1B3PA0RJ45NPGUM6,armor,man,black
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3FJ2RVH25Z6LR39FVWWPGE3T4ZQ29X,shrubbery,bush,thick
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3MJ9GGZYO36ZWMJKN2APC9EDAH82AC,shrubbery,bush,dense
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3MQY1YVHS3K4FWOCTGAL7KYJSZT2B7,shrubbery,bush,low
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3PUOXASB573BXECRK3533PD0P8OZ91,shrubbery,bush,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3P0I4CQYVY7AA6BSB54E1BE7356WOM,shrubbery,bush,ornamental
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SBX2M1TKDN1MG5OGCQZVOQGYDQ4QH,shrubbery,bush,short
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3WUVMVA7OB3P2XMWC9J3ZKOKVQ6ZAG,shrubbery,bush,dry
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3RQVKZ7ZRKJHDKLMGZY52ICN99272Q,park,ground,national
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3TFJJUELSHPNP1GI7G6GI441AKT2CE,park,rock,national
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3UAU495MIISXI2MNG5PDJNTAIPVUOL,park,tree,national
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3W1K7D6QSBHUL7ROINJZUV8QD8RZBB,park,website,national
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3H6W48L9F4PSV6NTQ5HTQBJXDA2WP3,park,ground,public
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,36BTXXLZ2V81YHKOTRFZ0E0LUZS4RI,park,hedge,public
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3MG8450X2OAF32YOV52S8NY0SURUP2,park,bench,public
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3NKW03WTLM7DVIO8QIWIQG97I6OWQU,park,fountain,public
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3I01FDIL6M8XUTMW7C1R2AMJVK52DE,park,website,public
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3BFNCI9LYKQ6Y2H5KZCALSHFFN2731,park,train,industrial
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,33Q5P9PUSPMDVCJUWNFU5FE8VTRZCI,park,tree,industrial
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,367O8HRHKG8DZWK18GF4QO5HG1B4S6,park,cement,industrial
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,307FVKVSYRFRGY09KDHTVX9LTNY74M,park,box,beautiful
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,33IXYHIZB5I2MZ0W37CB8S44VW62E7,park,train,beautiful
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SU800BH86S03EZ3VIHH8SOAXQDUQT,park,rock,beautiful
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,31KSVEGZ34SD7J383XLIV6JCESQWRV,park,bench,beautiful
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SBNLSTU6U5N04P8WJA5PLWQGT3ZDI,park,fountain,beautiful
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,322ZSN9Z5GKEEWXGXGKU0T13IKP4TV,park,stair,beautiful
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SZYX62S5G09CH49YI030PFZTJT75R,park,website,beautiful
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3KI0JD2ZU1I5VL4N31A8SVTZPE4767,park,shelter,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,36U4VBVNQOD0FFE38X6HDIYFTCFURU,park,railing,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,31GN6YMHLPSP8Y3LIMLNLGO80U9WSJ,park,mound,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3DTJ4WT8BDFSSA38SELPV3EBG54ZEB,park,rail,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3XDJY5RK5SLTE9C5XLA45PN51YW4UM,park,bench,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3LEG2HW4UFNUSD0SYIWHQAP47XL2FP,park,stair,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,33KMQD9OFJEOZLISMBF0Y9TVKPO776,park,hill,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3XBYQ44Z6P4QNYG07MQDVLKU2DNWT8,park,box,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,38XPGNCKHT0TRO152BK91BPOF554VB,park,train,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3HXK2V1N4KF06DWN922Z8VPG8CL2GO,park,rock,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,356TQKY9XFXSZZNBWG76C9PQV9U78T,park,bench,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SMIWMMK6155NBVP7RGN0H6WLRUWUZ,park,rail,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,36QZ6V1589DCGUEGNM6M3S3BFEYUSI,park,hill,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,301KG0KX9CLE69RYT8KHTV1HNCY2HN,park,shelter,grassy
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,336OE47KI2K50QKPCHQSW38FZY3WVO,park,pavement,grassy
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3S37Y8CWI8066D1ASLP5ND82ME74WL,park,hill,grassy
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,341YLJU21IZE242IZQ22T72WNPD2IG,park,box,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3NC6WP7WJHKIFFKU2RVOI5RT675WWY,park,train,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3YLPJ8OXX8DLVD602QLRPWM9VGD4XE,park,rock,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3VP28W7DUNKKYO34NP5VDLZBS6JZFT,park,bench,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3R868ACW4SCQCOZZY9BDV6ZNTLJZGS,park,ramp,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3TUOHPJXYHXX4FPKCWRAKO50F9BWXR,park,stair,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,34F34TZU7WZAXFMOH8N258HW0422JS,bat,tape,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3BC9H1KCYUCM4KFUHSDC32C9HF5WYX,bat,tape,brown
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3RDTX9JRTY1SD46L18DKC5K1FFC79I,bat,tape,straight
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3IKMEYR0LWV58ZS6ZTNE6NH9FT22KR,bat,wing,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3AC6MFV69KI4CKUAIFTVG6BO8LWZHR,bat,tape,black
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3TX9T2ZCB91M9APZDEFVH9LBN99WZO,bat,tape,white
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3YD0MU1NC216INGQTERK80VLLXU7AX,bat,tape,short
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,32LAQ1JNT9PDVURVCMBCDXZXHXCUT7,bat,tape,metal
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,36D1BWBEHN10YNS9K50UL09D4YX2MW,bat,tape,yellow
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3YKP7CX6G2FB1XLIZSRG3BFR3FF7BS,helicopter,blade,american
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3XWUWJ18TLQSV76KCR1MITLZ0BJUUY,helicopter,cab,private
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3GITHABACYL6G5D9W6FUYFYD9O72NW,helicopter,blade,black
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3G3AJKPCXLSAVIWA7M7T8ATIXM74YK,helicopter,ceiling,practical
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,38G0E1M85M5S8MVKHHBREFNIEISUVN,helicopter,blade,green
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3ECKRY5B1QW48F5UOXBGGIC38YBZIK,helicopter,ceiling,gray
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,359AP8GAGGKUB2DODSNBEVL9L0F7CZ,helicopter,blade,white
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3LAZVA75NIROYQDLXLF7D4YIZYC2OB,helicopter,blade,blue
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,34YWR3PJ28A4WPOZJPYPDTWWE4WX0Q,stool,box,low
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3YOAVL4CA0HA086F389CMH2K3GB4ZB,stool,box,high
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SMIWMMK6155NBVP7RGN0H6WLRUUWX,stool,box,wooden
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3EQPA8A374W03QP06FWGSJR3LD0ZJW,stool,box,hard
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3DGDV62G7O96JQPMCLSM24389382PS,stool,cushion,liquid
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3VZYA8PITOYVU64PDJFULA5CL5N50P,stool,box,black
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3Y40HMYLL1IKCB0FHWC920K3UT0UXQ,stool,box,red
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SV8KD29L4SVEAVIO0WSTYRG020ZKV,stool,box,blue
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3UUSLRKAUL34GUJ2DOIMY13R60R7DZ,skull,sword,human
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,33KGGVH24UH43E9HF82PRYF6JW2X1T,skull,jaw,fractured
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3ULIZ0H1VA5V1VP792JUZFOMQXT51S,skull,sword,thick
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3GMLHYZ0LEX9CGQPMSYBLERCWZUUYW,skull,jaw,fetal
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3XEIP58NL0N6YGD0908T8Y4VP25ZLY,skull,sword,black
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3FCO4VKOZ4D980X29JT64JLC6CS7ES,skull,jaw,pink
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3P458N04Q1HBSZRDYC23WHPBB2GX2A,doorway,door,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3JUDR1D0D6RRJ2Q1CY7B29TIEZU2QJ,doorway,stair,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3G57RS03HH52QG73S6J84YYRI37529,doorway,brick,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3X878VYTIEI1EEXY4UDCM16CID77FA,doorway,brick,arched
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,39TX062QX1O0DHNW2CG8FRU3HGGX3L,doorway,cloth,low
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3XU9MCX6VOCRV351PDWB7Z3NALW2RK,doorway,brick,low
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3Y7LTZE0YTM9H60UIE0UZL0E2TYUZN,doorway,vent,narrow
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,30UZJB2POHCRBY3MW6XDN83JOH753K,doorway,brick,narrow
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3TRB893CSJA7SETTFEJU4M6OJS77G9,doorway,cloth,dark
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3YLPJ8OXX8DLVD602QLRPWM9VGCX46,doorway,brick,dark
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3XQ4XW3OD9C3WI5E42WGX98JWNF2S8,doorway,brick,darkened
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3EAWOID6MTXCS0J4JAX7P8ZBYTOV0L,doorway,cloth,red
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3GONHBMNHVYQ4YVL9C988BJKP7VZM0,doorway,brick,red
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3CVBMEMMXBGLSAO4ZK1CPMIPYSK7H8,boat,balcony,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3QD8LUVX4XY3RWA0GV41UOSNVC7X5B,boat,motor,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3TLFH2L6Y9O4BIITT2167E45Y6T2TX,boat,seat,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3DWGDA5POF4CZP4MFT173DIL3LUV1O,boat,equipment,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3PMR2DOWOO1CTUMQWK2WXDVP2H3545,boat,railing,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3QTFNPMJC6IWMGGLLDO8LQ8KUX5ZN0,boat,fish,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3GVPRXWRPHULO5ZO52JXPYJ4Y5Z7I1,boat,canvas,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3IWA71V4TIGZA0AELEE6MU6NR7IX6R,boat,canopy,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3VLL1PIENQOE41GXMSOL0F8PK7AZOF,boat,room,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3ZG552ORAM4JOAMIYX1L8WSQVR8V25,boat,string,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3HEA4ZVWVDMUPDQQAPL625132DY55A,boat,bench,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,39XCQ6V3KY4Q8HQ4F8VBUBF3Y8956Q,boat,cord,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3G9UA71JVVUHJGJUNK4X1ZY4BKO7JD,boat,ramp,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,31YWE12TE0CIE0OJ4OJYS86JMI2X7Q,boat,man,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3UEDKCTP9VQCU0PC55492EYHQ9O7KC,boat,sheep,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3OWZNK3RYLPJBVXIT7RGCAQ7HK02UO,boat,vent,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3J5XXLQDHMB89SI12XFQR6XI158V3G,boat,floor,open
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3ZG552ORAM4JOAMIYX1L8WSQVR92VD,boat,rope,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SZYX62S5G09CH49YI030PFZTJT57P,boat,shelter,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3NRZ1LDP7W6WP1SY1S10PFDFUC6ZPW,boat,pool,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3ZXNP4Z39RLNE67UQ5GAHEBWF9T7LF,boat,ledge,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,38XPGNCKHT0TRO152BK91BPOF54V41,boat,awning,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,33K3E8REWWVMEET2ETB4682EX28X8D,boat,equipment,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3JMNNNO3B14W3ZMNO76HUYB420B2WN,boat,railing,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3UL5XDRDNCJDCV9S8NS9EPBU43Z58C,boat,satellite,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3GS542CVJVNDQ0S2DFYNEL65O9H591,boat,roof,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3T5ZXGO9DEOHPDTD15GPPK3PZ8SZQN,boat,cabin,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3I7SHAD35MW7KOPFQHHPHRQLFEJ7MH,boat,tourist,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3SCKNODZ0XGD26AF2IWPU6FLK4T7NH,boat,rail,old
https://workersandbox.mturk.com/mturk/preview?groupId=3KAZLCS3E8CWTTI286WBJ58RQTJPAM,3P458N04Q1HBSZRDYC23WHPBB2H2XG,boat,ball,old
